snapshot_date,store_id,product_id,units_on_hand
2025-11-05,1,1012,77
2025-11-04,1,1012,64
2025-11-03,1,1012,77
2025-11-02,1,1012,93
2025-11-01,1,1012,187
2025-10-31,1,1012,176
2025-10-30,1,1012,76
2025-12-29,1,1013,109
2025-12-28,1,1013,145
2025-12-27,1,1013,188
2025-12-26,1,1013,26
2025-12-25,1,1013,169
2025-12-24,1,1013,111
2025-12-23,1,1013,132
2025-12-22,1,1013,47
2025-12-21,1,1013,170
2025-12-20,1,1013,85
2025-12-19,1,1013,99
2025-12-18,1,1013,95
2025-12-17,1,1013,39
2025-12-16,1,1013,60
2025-12-15,1,1013,64
2025-12-14,1,1013,95
2025-12-13,1,1013,28
2025-12-12,1,1013,172
2025-12-11,1,1013,20
2025-12-10,1,1013,186
2025-12-09,1,1013,186
2025-12-08,1,1013,120
2025-12-07,1,1013,18
2025-12-06,1,1013,107
2025-12-05,1,1013,180
2025-12-04,1,1013,98
2025-12-03,1,1013,184
2025-12-02,1,1013,40
2025-12-01,1,1013,20
2025-11-30,1,1013,174
2025-11-29,1,1013,70
2025-11-28,1,1013,23
2025-11-27,1,1013,192
2025-11-26,1,1013,49
2025-11-25,1,1013,114
2025-11-24,1,1013,161
2025-11-23,1,1013,152
2025-11-22,1,1013,89
2025-11-21,1,1013,79
2025-11-20,1,1013,11
2025-11-19,1,1013,167
2025-11-18,1,1013,113
2025-11-17,1,1013,88
2025-11-16,1,1013,178
2025-11-15,1,1013,155
2025-11-14,1,1013,171
2025-11-13,1,1013,147
2025-11-12,1,1013,127
2025-11-11,1,1013,149
2025-11-10,1,1013,148
2025-11-09,1,1013,191
2025-11-08,1,1013,125
2025-11-07,1,1013,45
2025-11-06,1,1013,31
2025-11-05,1,1013,156
2025-11-04,1,1013,46
2025-11-03,1,1013,156
2025-11-02,1,1013,157
2025-11-01,1,1013,59
2025-10-31,1,1013,36
2025-10-30,1,1013,10
2025-12-29,1,1014,152
2025-12-28,1,1014,120
2025-12-27,1,1014,35
2025-12-26,1,1014,88
2025-12-25,1,1014,29
2025-12-24,1,1014,137
2025-12-23,1,1014,168
2025-12-22,1,1014,77
2025-12-21,1,1014,166
2025-12-20,1,1014,46
2025-12-19,1,1014,90
2025-12-18,1,1014,159
2025-12-17,1,1014,134
2025-12-16,1,1014,8
2025-12-15,1,1014,131
2025-12-14,1,1014,32
2025-12-13,1,1014,145
2025-12-12,1,1014,164
2025-12-11,1,1014,165
2025-12-10,1,1014,130
2025-12-09,1,1014,105
2025-12-08,1,1014,102
2025-12-07,1,1014,141
2025-12-06,1,1014,162
2025-12-05,1,1014,103
2025-12-04,1,1014,185
2025-12-03,1,1014,5
2025-12-02,1,1014,107
2025-12-01,1,1014,184
2025-11-30,1,1014,144
2025-11-29,1,1014,12
2025-11-28,1,1014,15
2025-11-27,1,1014,83
2025-11-26,1,1014,170
2025-11-25,1,1014,146
2025-11-24,1,1014,54
2025-11-23,1,1014,78
2025-11-22,1,1014,78
2025-11-21,1,1014,95
2025-11-20,1,1014,43
2025-11-19,1,1014,170
2025-11-18,1,1014,172
2025-11-17,1,1014,159
2025-11-16,1,1014,40
2025-11-15,1,1014,74
2025-11-14,1,1014,7
2025-11-13,1,1014,125
2025-11-12,1,1014,199
2025-11-11,1,1014,34
2025-11-10,1,1014,103
2025-11-09,1,1014,129
2025-11-08,1,1014,147
2025-11-07,1,1014,8
2025-11-06,1,1014,170
2025-11-05,1,1014,24
2025-11-04,1,1014,159
2025-11-03,1,1014,190
2025-11-02,1,1014,54
2025-11-01,1,1014,135
2025-10-31,1,1014,152
2025-10-30,1,1014,128
2025-12-29,1,1015,159
2025-12-28,1,1015,190
2025-12-27,1,1015,13
2025-12-26,1,1015,184
2025-12-25,1,1015,83
2025-12-24,1,1015,29
2025-12-23,1,1015,177
2025-12-22,1,1015,136
2025-12-21,1,1015,199
2025-12-20,1,1015,66
2025-12-19,1,1015,131
2025-12-18,1,1015,161
2025-12-17,1,1015,137
2025-12-16,1,1015,62
2025-12-15,1,1015,62
2025-12-14,1,1015,152
2025-12-13,1,1015,159
2025-12-12,1,1015,20
2025-12-11,1,1015,70
2025-12-10,1,1015,104
2025-12-09,1,1015,164
2025-12-08,1,1015,162
2025-12-07,1,1015,62
2025-12-06,1,1015,170
2025-12-05,1,1015,156
2025-12-04,1,1015,74
2025-12-03,1,1015,183
2025-12-02,1,1015,114
2025-12-01,1,1015,79
2025-11-30,1,1015,150
2025-11-29,1,1015,175
2025-11-28,1,1015,178
2025-11-27,1,1015,35
2025-11-26,1,1015,146
2025-11-25,1,1015,17
2025-11-24,1,1015,46
2025-11-23,1,1015,49
2025-11-22,1,1015,159
2025-11-21,1,1015,56
2025-11-20,1,1015,172
2025-11-19,1,1015,46
2025-11-18,1,1015,101
2025-11-17,1,1015,70
2025-11-16,1,1015,200
2025-11-15,1,1015,195
2025-11-14,1,1015,8
2025-11-13,1,1015,83
2025-11-12,1,1015,181
2025-11-11,1,1015,156
2025-11-10,1,1015,130
2025-11-09,1,1015,54
2025-11-08,1,1015,134
2025-11-07,1,1015,170
2025-11-06,1,1015,183
2025-11-05,1,1015,153
2025-11-04,1,1015,170
2025-11-03,1,1015,85
2025-11-02,1,1015,198
2025-11-01,1,1015,94
2025-10-31,1,1015,118
2025-10-30,1,1015,19
2025-12-29,1,1016,123
2025-12-28,1,1016,117
2025-12-27,1,1016,125
2025-12-26,1,1016,35
2025-12-25,1,1016,81
2025-12-24,1,1016,52
2025-12-23,1,1016,154
2025-12-22,1,1016,5
2025-12-21,1,1016,134
2025-12-20,1,1016,93
2025-12-19,1,1016,51
2025-12-18,1,1016,171
2025-12-17,1,1016,117
2025-12-16,1,1016,98
2025-12-15,1,1016,48
2025-12-14,1,1016,25
2025-12-13,1,1016,59
2025-12-12,1,1016,135
2025-12-11,1,1016,63
2025-12-10,1,1016,25
2025-12-09,1,1016,129
2025-12-08,1,1016,149
2025-12-07,1,1016,171
2025-12-06,1,1016,33
2025-12-05,1,1016,138
2025-12-04,1,1016,119
2025-12-03,1,1016,63
2025-12-02,1,1016,28
2025-12-01,1,1016,74
2025-11-30,1,1016,32
2025-11-29,1,1016,163
2025-11-28,1,1016,157
2025-11-27,1,1016,139
2025-11-26,1,1016,36
2025-11-25,1,1016,152
2025-11-24,1,1016,44
2025-11-23,1,1016,173
2025-11-22,1,1016,168
2025-11-21,1,1016,56
2025-11-20,1,1016,46
2025-11-19,1,1016,190
2025-11-18,1,1016,124
2025-11-17,1,1016,167
2025-11-16,1,1016,158
2025-11-15,1,1016,138
2025-11-14,1,1016,174
2025-11-13,1,1016,193
2025-11-12,1,1016,195
2025-11-11,1,1016,170
2025-11-10,1,1016,140
2025-11-09,1,1016,34
2025-11-08,1,1016,52
2025-11-07,1,1016,117
2025-11-06,1,1016,115
2025-11-05,1,1016,191
2025-11-04,1,1016,181
2025-11-03,1,1016,37
2025-11-02,1,1016,124
2025-11-01,1,1016,196
2025-10-31,1,1016,84
2025-10-30,1,1016,61
2025-12-29,1,1017,162
2025-12-28,1,1017,57
2025-12-27,1,1017,47
2025-12-26,1,1017,17
2025-12-25,1,1017,48
2025-12-24,1,1017,114
2025-12-23,1,1017,102
2025-12-22,1,1017,200
2025-12-21,1,1017,73
2025-12-20,1,1017,141
2025-12-19,1,1017,6
2025-12-18,1,1017,10
2025-12-17,1,1017,198
2025-12-16,1,1017,44
2025-12-15,1,1017,120
2025-12-14,1,1017,127
2025-12-13,1,1017,95
2025-12-12,1,1017,120
2025-12-11,1,1017,2
2025-12-10,1,1017,71
