transaction_id,date,store_id,product_id,units_sold,sales_amount
132,2025-12-02,43,1032,2,213.92
133,2025-12-28,9,1031,5,630.15
134,2025-12-20,1,1028,5,171.45
135,2025-12-11,16,1050,4,352.24
136,2025-12-04,48,1041,7,584.01
137,2025-12-17,38,1034,10,1113.2
138,2025-12-29,1,1045,6,278.76
139,2025-12-18,35,1019,8,649.2
140,2025-12-23,3,1001,6,285.96
141,2025-12-04,47,1048,10,820.0
142,2025-12-16,18,1045,5,243.4
143,2025-12-08,44,1025,1,49.73
144,2025-12-20,9,1038,9,451.53
145,2025-12-01,29,1040,6,565.98
146,2025-12-29,32,1001,7,346.78
147,2025-12-05,16,1010,6,85.14
148,2025-12-09,39,1050,8,740.56
149,2025-11-29,45,1011,3,224.79
150,2025-12-08,10,1027,4,225.72
151,2025-12-23,3,1044,8,617.92
152,2025-12-02,21,1017,9,595.98
153,2025-12-17,40,1025,9,433.98
154,2025-12-18,6,1003,6,366.24
155,2025-12-18,9,1015,8,762.72
156,2025-12-12,10,1022,1,57.04
157,2025-12-17,6,1033,8,207.52
158,2025-12-05,12,1016,2,145.36
159,2025-12-29,3,1015,8,826.8
160,2025-12-05,19,1012,5,369.05
161,2025-12-06,33,1023,2,229.9
162,2025-12-09,21,1004,10,959.8
163,2025-12-08,30,1012,8,480.0
164,2025-12-09,12,1002,1,86.66
165,2025-12-17,4,1031,9,988.11
166,2025-12-03,15,1001,2,90.68
167,2025-12-02,16,1018,3,83.34
168,2025-12-08,33,1033,9,262.98
169,2025-12-05,29,1036,7,415.8
170,2025-12-20,19,1036,3,174.12
171,2025-12-06,8,1017,8,646.08
172,2025-12-22,48,1050,2,158.1
173,2025-12-09,9,1014,2,42.08
174,2025-12-08,2,1007,5,74.2
175,2025-12-18,48,1031,2,278.48
176,2025-12-10,16,1027,7,363.51
177,2025-12-11,2,1013,4,253.68
178,2025-12-07,12,1027,7,369.74
179,2025-12-12,29,1012,9,634.59
180,2025-12-23,21,1039,10,392.1
181,2025-12-01,46,1008,5,83.35
182,2025-12-27,26,1017,8,681.84
183,2025-12-03,41,1046,6,45.66
184,2025-12-09,19,1003,2,139.06
185,2025-12-27,32,1008,6,118.44
186,2025-12-12,9,1003,9,582.66
187,2025-12-03,34,1006,1,56.27
188,2025-12-05,29,1040,6,438.24
189,2025-12-17,37,1037,6,551.58
190,2025-12-04,18,1011,1,69.01
191,2025-12-01,19,1020,8,768.64
192,2025-12-29,44,1019,1,82.06
193,2025-12-26,47,1009,7,126.63
194,2025-12-17,24,1012,10,625.7
195,2025-12-08,34,1042,2,61.96
196,2025-12-22,9,1021,9,502.38
197,2025-12-18,35,1010,5,77.9
198,2025-11-29,18,1024,3,251.13
199,2025-12-16,26,1003,1,80.11
200,2025-12-06,39,1023,9,1013.94
201,2025-12-22,3,1011,1,64.49
202,2025-12-15,27,1035,10,1166.3
203,2025-11-30,9,1010,10,149.9
204,2025-12-02,49,1037,10,923.3
205,2025-12-14,48,1026,9,272.34
206,2025-12-03,19,1050,5,443.15
207,2025-12-13,44,1007,9,156.42
208,2025-12-26,15,1012,2,151.84
209,2025-12-11,49,1022,5,294.6
210,2025-12-08,27,1028,10,353.6
211,2025-12-26,5,1009,10,177.5
212,2025-12-01,14,1035,8,716.96
213,2025-12-26,35,1040,10,795.9
214,2025-12-28,41,1013,9,443.52
215,2025-12-03,4,1009,2,28.6
216,2025-12-06,38,1023,1,105.11
217,2025-12-11,46,1035,7,653.94
218,2025-12-24,47,1033,2,49.56
219,2025-12-21,43,1012,9,557.46
220,2025-12-03,19,1022,1,54.25
221,2025-11-29,15,1011,7,609.49
222,2025-12-26,8,1031,10,1139.3
223,2025-12-18,23,1035,9,807.75
224,2025-12-20,49,1042,7,173.32
225,2025-12-22,41,1033,5,123.65
226,2025-12-29,8,1017,4,337.24
227,2025-12-14,30,1020,3,372.99
228,2025-12-23,11,1024,4,425.2
229,2025-12-26,43,1033,1,31.63
230,2025-12-03,1,1003,5,318.9
231,2025-12-21,38,1006,3,154.41
232,2025-12-06,14,1041,4,360.44
233,2025-12-01,36,1013,10,520.3
234,2025-12-07,2,1019,8,640.4
235,2025-12-23,48,1013,8,414.16
236,2025-12-08,20,1025,5,292.45
237,2025-12-09,43,1002,2,175.22
238,2025-12-10,3,1037,7,627.97
239,2025-12-24,27,1033,7,227.36
240,2025-11-29,2,1009,10,185.3
241,2025-12-26,1,1014,10,198.4
242,2025-11-29,17,1028,7,216.02
243,2025-12-20,32,1026,6,181.14
244,2025-12-17,10,1041,4,348.68
245,2025-12-06,18,1017,8,648.72
246,2025-12-08,4,1041,6,556.02
247,2025-12-07,26,1034,6,667.26
248,2025-12-27,29,1009,1,15.66
249,2025-12-03,4,1033,8,214.88
250,2025-12-17,34,1025,6,341.94
251,2025-12-28,29,1001,8,345.76
252,2025-12-04,37,1015,1,122.21
253,2025-12-24,40,1021,9,511.02
254,2025-12-06,40,1017,9,725.13
255,2025-12-17,26,1008,9,182.88
256,2025-12-10,33,1002,4,317.16
257,2025-12-06,29,1043,8,861.2
258,2025-12-23,40,1007,9,137.79
259,2025-12-27,16,1019,7,541.52
260,2025-12-13,24,1049,9,690.48
261,2025-12-22,33,1047,4,32.2
262,2025-12-05,49,1047,4,29.84
263,2025-12-02,27,1048,1,77.03
264,2025-12-24,22,1021,2,117.32
265,2025-12-19,44,1020,5,527.15
266,2025-12-24,48,1022,8,462.48
267,2025-12-03,40,1003,7,539.07
268,2025-12-28,32,1019,10,672.1
269,2025-12-05,46,1017,10,675.4
270,2025-12-24,2,1015,9,935.64
271,2025-11-30,47,1018,9,251.46
272,2025-12-26,40,1009,8,125.68
273,2025-12-09,48,1026,3,93.3
274,2025-12-26,2,1031,10,1308.7
275,2025-12-29,1,1036,4,245.84
276,2025-12-20,2,1021,6,310.02
277,2025-12-29,19,1047,9,71.64
278,2025-12-15,32,1049,6,417.96
279,2025-12-29,26,1028,2,59.52
280,2025-12-20,4,1022,10,689.9
281,2025-12-29,9,1043,2,221.64
282,2025-11-29,4,1040,7,644.49
283,2025-12-03,34,1015,3,358.35
284,2025-12-13,48,1028,10,355.9
285,2025-12-02,15,1048,1,78.0
286,2025-12-03,36,1013,9,490.32
287,2025-12-04,15,1017,9,784.26
288,2025-12-19,14,1019,4,311.96
289,2025-11-29,47,1047,6,41.88
290,2025-11-29,13,1026,7,182.35
291,2025-12-05,5,1038,3,152.58
292,2025-12-21,8,1028,6,231.72
293,2025-12-03,35,1006,5,271.4
294,2025-12-28,21,1050,3,274.35
295,2025-11-30,47,1032,7,688.03
296,2025-12-08,44,1004,9,734.49
297,2025-12-06,39,1046,8,68.08
298,2025-12-25,5,1013,5,306.45
299,2025-12-08,23,1034,3,296.4
300,2025-12-29,4,1023,8,1042.4
301,2025-12-09,3,1017,7,561.68
302,2025-12-05,2,1049,4,282.76
303,2025-12-05,30,1047,1,7.07
304,2025-12-18,48,1020,4,396.44
305,2025-12-08,20,1014,10,210.7
306,2025-12-16,27,1044,5,389.85
307,2025-12-21,3,1008,8,137.68
308,2025-12-16,38,1019,4,276.24
309,2025-12-12,16,1036,8,483.92
310,2025-12-24,4,1004,1,90.44
311,2025-12-21,14,1007,1,13.86
312,2025-12-27,5,1050,4,357.44
313,2025-12-26,21,1038,8,467.84
314,2025-12-24,46,1037,4,390.72
315,2025-12-02,7,1023,9,1241.37
316,2025-12-13,44,1015,5,531.4
317,2025-12-03,1,1025,4,195.4
318,2025-12-14,17,1038,7,357.91
319,2025-12-28,1,1031,5,657.95
320,2025-12-11,26,1047,10,61.6
321,2025-12-27,34,1012,8,494.8
322,2025-12-11,43,1001,5,277.55
323,2025-12-21,36,1021,2,91.12
324,2025-12-08,46,1042,5,124.8
325,2025-12-21,4,1019,4,277.76
326,2025-12-07,48,1015,4,437.12
327,2025-12-24,23,1032,4,396.4
328,2025-12-12,24,1039,6,222.3
329,2025-12-29,27,1036,6,384.6
330,2025-12-16,46,1025,3,179.64
331,2025-12-13,39,1048,6,432.0
332,2025-12-22,43,1021,8,361.76
333,2025-12-03,19,1043,2,182.04
334,2025-12-17,21,1011,8,576.08
335,2025-12-01,25,1013,1,48.96
336,2025-12-10,24,1026,3,73.41
337,2025-12-06,48,1013,2,98.7
338,2025-12-13,47,1022,9,516.69
339,2025-12-29,40,1031,5,597.0
340,2025-12-14,44,1038,3,171.96
341,2025-12-16,48,1045,9,450.99
342,2025-12-17,33,1017,1,69.24
343,2025-12-07,23,1015,7,661.15
344,2025-11-29,19,1039,4,185.08
345,2025-12-10,22,1030,7,103.04
346,2025-12-12,38,1038,10,494.2
347,2025-12-09,3,1031,10,1144.5
348,2025-12-13,28,1003,8,617.04
349,2025-12-23,46,1044,4,363.44
350,2025-12-05,13,1043,6,693.48
351,2025-12-03,36,1048,10,791.4
352,2025-12-14,12,1044,3,252.3
353,2025-12-03,26,1010,5,73.1
354,2025-12-18,43,1031,7,962.78
355,2025-12-27,27,1003,9,697.68
356,2025-12-23,21,1019,7,537.67
357,2025-12-05,18,1023,8,1073.12
358,2025-12-06,45,1029,3,27.15
359,2025-12-20,29,1007,10,172.8
360,2025-12-09,29,1034,4,395.24
361,2025-12-18,38,1019,5,318.45
362,2025-12-01,39,1049,1,63.68
363,2025-11-29,43,1015,8,893.28
364,2025-12-08,5,1006,3,176.85
365,2025-12-24,31,1047,9,73.17
366,2025-12-18,16,1021,3,154.65
367,2025-12-25,26,1031,10,1288.9
368,2025-12-27,8,1009,4,76.4
369,2025-12-18,6,1014,1,23.98
370,2025-12-20,23,1046,8,62.8
371,2025-12-25,21,1002,1,84.46
372,2025-11-30,38,1042,8,214.72
373,2025-12-06,37,1048,1,77.79
374,2025-12-22,1,1007,6,97.68
375,2025-12-25,46,1024,7,621.25
376,2025-12-16,30,1016,5,361.15
377,2025-12-26,38,1030,6,105.0
378,2025-12-22,38,1029,8,75.84
379,2025-12-08,36,1007,1,13.57
380,2025-12-22,26,1024,1,103.21
381,2025-12-08,16,1006,8,460.32
382,2025-12-02,33,1035,8,725.36
383,2025-12-15,21,1002,5,486.8
384,2025-12-02,13,1027,9,440.82
385,2025-12-06,43,1005,2,137.84
386,2025-12-25,32,1017,2,176.62
387,2025-12-05,42,1050,4,287.56
388,2025-12-18,30,1020,5,586.95
389,2025-12-07,17,1043,8,757.76
390,2025-12-28,25,1008,7,118.3
391,2025-12-08,5,1025,7,395.99
392,2025-12-12,14,1015,4,377.84
393,2025-12-16,10,1044,10,946.4
394,2025-12-19,32,1040,2,158.48
395,2025-12-07,42,1018,3,80.55
396,2025-12-04,16,1050,2,157.94
397,2025-12-13,12,1021,8,443.68
398,2025-12-06,7,1030,1,15.84
399,2025-12-21,3,1045,7,289.17
400,2025-12-29,45,1015,2,220.3
401,2025-12-10,30,1010,10,144.9
402,2025-11-30,44,1039,10,352.3
403,2025-12-18,44,1043,8,806.32
404,2025-12-28,50,1022,2,141.06
405,2025-12-26,33,1048,4,315.24
406,2025-12-12,19,1039,5,198.15
407,2025-12-09,35,1021,1,44.51
408,2025-12-13,1,1047,2,16.32
409,2025-12-21,8,1019,5,401.3
410,2025-12-08,28,1004,3,273.63
411,2025-12-12,15,1009,2,38.64
412,2025-12-17,9,1015,4,449.68
413,2025-12-14,39,1040,9,783.45
414,2025-12-21,2,1014,3,54.0
415,2025-12-29,9,1037,7,641.62
416,2025-12-09,37,1045,3,147.93
417,2025-11-30,22,1003,10,656.6
418,2025-12-02,34,1036,1,61.42
419,2025-12-16,47,1009,2,28.92
420,2025-12-24,15,1011,7,512.26
421,2025-11-30,18,1025,9,441.45
422,2025-12-06,37,1043,2,219.96
423,2025-12-04,44,1022,3,191.85
424,2025-12-01,31,1050,3,239.88
425,2025-12-22,39,1013,7,361.13
426,2025-12-23,6,1020,3,345.24
427,2025-12-10,9,1012,4,246.08
428,2025-12-23,8,1034,5,563.15
429,2025-12-06,48,1002,9,713.43
430,2025-12-20,36,1024,9,893.25
431,2025-12-27,22,1022,4,266.92
432,2025-12-22,37,1040,4,375.68
433,2025-12-09,30,1001,2,106.92
434,2025-12-21,20,1044,7,665.91
435,2025-12-29,29,1049,10,660.2
436,2025-12-16,18,1013,2,116.28
437,2025-12-04,31,1002,10,844.6
438,2025-12-01,40,1026,2,61.5
439,2025-12-10,21,1003,5,395.15
440,2025-12-08,49,1007,4,63.8
441,2025-12-22,37,1044,3,234.57
442,2025-12-14,8,1015,6,581.4
443,2025-12-12,12,1021,2,120.64
444,2025-12-05,23,1015,1,94.98
445,2025-11-30,19,1030,2,37.16
446,2025-12-06,24,1038,10,490.3
447,2025-11-30,46,1042,6,152.34
448,2025-12-27,22,1019,3,218.58
449,2025-12-04,20,1010,2,30.5
450,2025-12-10,1,1019,5,423.05
451,2025-12-06,28,1007,7,105.91
452,2025-12-09,49,1018,4,119.04
453,2025-12-25,14,1026,1,23.64
454,2025-12-11,32,1008,6,96.42
455,2025-12-25,6,1048,10,809.2
456,2025-12-24,42,1019,8,596.88
457,2025-12-09,24,1035,4,460.04
458,2025-12-07,30,1042,3,78.84
459,2025-12-27,18,1042,3,80.01
460,2025-11-29,43,1043,9,969.93
461,2025-12-14,33,1003,3,219.72
462,2025-12-13,33,1031,6,773.76
463,2025-12-09,6,1026,3,88.44
464,2025-12-18,38,1007,7,107.03
465,2025-12-23,43,1005,1,65.16
466,2025-12-07,11,1011,3,237.09
467,2025-12-01,18,1047,4,24.36
468,2025-12-27,21,1002,8,797.12
469,2025-12-12,7,1008,1,20.17
470,2025-12-10,41,1036,4,215.6
471,2025-12-24,34,1008,5,87.5
472,2025-12-15,28,1039,8,296.56
473,2025-12-10,3,1025,2,104.44
474,2025-12-11,28,1027,10,596.6
475,2025-12-03,50,1041,2,190.8
476,2025-12-07,4,1009,6,94.14
477,2025-12-11,26,1023,2,239.5
478,2025-12-13,7,1030,4,67.04
479,2025-12-17,42,1036,1,56.8
480,2025-12-15,50,1039,5,231.9
481,2025-12-29,26,1027,8,463.2
482,2025-12-17,17,1014,2,36.48
483,2025-12-15,41,1027,2,107.6
484,2025-12-13,32,1030,8,157.84
485,2025-12-19,40,1021,3,177.39
486,2025-11-29,15,1032,6,510.6
487,2025-12-03,20,1050,2,174.22
488,2025-12-11,44,1009,1,18.05
489,2025-11-29,24,1028,9,332.37
490,2025-12-18,38,1001,2,101.7
491,2025-12-07,41,1015,8,803.52
492,2025-12-27,34,1019,9,582.48
493,2025-12-17,43,1029,8,60.72
494,2025-12-13,35,1002,6,610.68
495,2025-12-03,40,1022,10,575.9
496,2025-12-28,10,1024,4,350.56
497,2025-12-20,10,1017,6,466.32
498,2025-12-27,49,1007,5,64.95
499,2025-12-25,26,1034,2,238.78
500,2025-12-08,42,1046,9,88.74
501,2025-12-26,15,1041,5,439.2
502,2025-12-05,31,1003,1,72.95
503,2025-12-18,28,1011,2,147.04
504,2025-12-18,33,1002,10,991.0
505,2025-11-30,35,1003,1,60.26
506,2025-12-06,15,1047,10,61.0
507,2025-12-07,12,1023,7,879.83
508,2025-12-27,4,1011,7,473.76
509,2025-12-03,12,1019,2,163.22
510,2025-12-23,3,1030,10,180.7
511,2025-12-10,39,1040,3,236.46
512,2025-12-10,49,1033,7,187.32
513,2025-12-20,22,1040,7,526.33
514,2025-12-07,29,1035,8,714.88
515,2025-12-03,10,1046,1,8.28
516,2025-12-26,1,1029,5,42.0
517,2025-12-21,18,1037,1,95.06
518,2025-12-09,18,1020,6,639.9
519,2025-11-29,43,1031,6,873.96
520,2025-12-16,3,1004,1,89.11
521,2025-12-18,17,1047,7,52.43
522,2025-12-06,30,1039,2,86.84
523,2025-12-20,17,1016,8,517.2
524,2025-12-23,11,1041,3,249.93
525,2025-12-09,23,1043,2,186.08
526,2025-12-02,22,1008,10,154.4
527,2025-12-08,26,1002,6,604.98
528,2025-12-24,48,1023,9,1206.18
529,2025-12-12,31,1021,3,151.95
530,2025-12-15,39,1001,5,212.6
531,2025-12-16,11,1004,3,273.12
532,2025-12-13,19,1006,8,489.36
533,2025-12-25,17,1046,6,45.24
534,2025-12-09,26,1018,8,219.28
535,2025-12-10,1,1029,1,7.44
536,2025-12-28,16,1042,1,25.56
537,2025-11-30,27,1030,5,96.8
538,2025-12-03,35,1050,10,838.6
539,2025-12-19,28,1010,5,61.5
540,2025-12-15,38,1039,4,145.96
541,2025-11-29,44,1006,7,430.85
542,2025-11-29,33,1031,3,405.9
543,2025-12-27,46,1036,1,63.04
544,2025-12-04,15,1032,9,773.01
545,2025-11-29,2,1034,8,1002.16
546,2025-12-15,24,1033,10,282.9
547,2025-12-28,34,1033,7,228.48
548,2025-11-30,39,1034,1,127.05
549,2025-12-17,6,1035,5,485.35
550,2025-12-28,40,1004,1,71.54
551,2025-12-09,12,1025,1,49.84
552,2025-12-23,35,1007,3,49.95
553,2025-11-29,27,1023,5,520.35
554,2025-12-01,6,1035,2,183.68
555,2025-12-02,48,1031,8,1049.28
556,2025-12-14,43,1049,2,168.24
557,2025-12-28,40,1046,6,46.74
558,2025-12-12,9,1003,9,638.82
559,2025-12-18,42,1034,4,466.68
560,2025-12-07,12,1029,4,28.36
561,2025-12-09,18,1029,5,45.1
562,2025-12-16,34,1038,6,273.96
563,2025-12-20,40,1024,8,852.8
564,2025-12-06,25,1031,8,1024.4
565,2025-11-30,43,1024,6,578.22
566,2025-12-27,2,1024,5,504.85
567,2025-12-28,15,1034,6,650.16
568,2025-12-11,17,1049,10,639.4
569,2025-12-23,50,1038,7,361.76
570,2025-12-07,25,1042,6,166.8
571,2025-12-17,31,1007,9,149.94
572,2025-12-29,2,1006,6,296.34
573,2025-12-05,28,1002,3,230.67
574,2025-12-20,38,1042,1,29.28
575,2025-12-11,30,1029,6,51.0
576,2025-12-27,14,1006,8,449.52
577,2025-12-10,4,1030,1,15.88
578,2025-12-11,28,1037,7,774.55
579,2025-12-24,11,1024,6,624.9
580,2025-12-22,48,1034,4,390.88
581,2025-12-18,14,1021,7,357.7
582,2025-12-25,41,1049,6,441.78
583,2025-12-08,3,1035,8,864.88
584,2025-12-01,50,1038,4,197.84
585,2025-12-21,3,1019,8,626.24
586,2025-12-07,8,1002,1,83.37
587,2025-12-18,32,1001,10,490.0
588,2025-12-25,11,1025,7,377.65
589,2025-12-15,46,1038,3,140.19
590,2025-12-08,48,1011,10,809.4
591,2025-12-19,6,1038,6,325.2
592,2025-12-07,13,1033,7,184.24
593,2025-12-05,21,1013,5,301.7
594,2025-12-12,13,1042,7,180.74
595,2025-12-07,38,1045,9,344.61
596,2025-12-01,1,1016,6,439.38
597,2025-12-04,35,1038,5,274.75
598,2025-12-26,11,1005,6,431.58
599,2025-12-02,30,1003,2,153.32
600,2025-12-03,24,1017,1,87.43
601,2025-12-23,8,1042,9,255.6
602,2025-12-22,45,1004,10,899.1
603,2025-12-08,32,1001,8,408.32
604,2025-12-13,46,1003,10,692.4
605,2025-12-05,10,1039,10,399.9
606,2025-11-29,39,1021,5,291.9
607,2025-12-10,8,1034,1,123.07
608,2025-12-25,12,1016,7,444.92
609,2025-12-20,4,1050,8,611.2
610,2025-12-14,25,1022,3,188.82
611,2025-12-10,30,1011,10,813.2
612,2025-12-01,44,1024,2,177.38
613,2025-12-23,36,1003,1,60.06
614,2025-12-13,11,1039,1,35.58
615,2025-12-20,38,1002,6,499.98
616,2025-12-16,3,1032,10,1128.6
617,2025-11-29,13,1028,4,122.84
618,2025-11-30,7,1027,9,497.52
619,2025-11-30,45,1050,10,800.7
620,2025-12-25,42,1040,1,81.53
621,2025-12-10,35,1003,9,658.53
622,2025-12-03,48,1019,10,728.5
623,2025-12-24,25,1019,3,229.89
624,2025-12-13,9,1003,6,367.56
625,2025-12-17,38,1040,6,549.0
626,2025-12-05,34,1008,2,37.66
627,2025-12-29,41,1028,1,38.57
628,2025-12-05,43,1009,4,59.6
629,2025-12-23,8,1018,9,279.27
630,2025-12-18,48,1008,3,54.54
631,2025-12-26,30,1022,1,60.9
632,2025-12-25,17,1002,8,755.76
633,2025-12-19,8,1025,2,95.78
634,2025-12-04,35,1019,5,320.8
635,2025-12-12,2,1025,7,362.95
636,2025-12-06,21,1021,1,52.62
637,2025-12-17,25,1031,6,676.74
638,2025-11-30,14,1038,8,389.04
639,2025-12-11,1,1033,4,127.8
640,2025-12-06,19,1008,3,48.66
641,2025-12-11,36,1004,9,772.83
642,2025-12-03,46,1049,10,802.8
643,2025-12-23,49,1008,1,19.46
644,2025-12-25,46,1034,6,718.44
645,2025-12-20,27,1004,3,280.74
646,2025-12-28,29,1043,10,868.6
647,2025-11-30,1,1001,6,277.44
648,2025-12-07,6,1012,2,157.48
649,2025-12-28,49,1024,4,378.0
650,2025-12-05,23,1035,3,318.84
651,2025-12-18,26,1026,9,221.94
652,2025-12-25,49,1001,3,148.11
653,2025-12-24,26,1007,4,52.2
654,2025-12-21,31,1031,5,682.1
655,2025-12-15,1,1024,7,723.45
656,2025-12-03,28,1043,5,472.55
657,2025-12-23,45,1026,4,100.36
658,2025-12-21,43,1028,2,64.46
659,2025-11-29,44,1033,9,263.97
660,2025-12-23,38,1019,4,324.44
661,2025-12-12,30,1030,8,149.76
662,2025-12-20,33,1023,8,853.6
663,2025-12-16,43,1029,6,49.5
664,2025-12-02,14,1026,9,287.28
665,2025-12-21,38,1006,4,245.08
666,2025-12-16,50,1018,3,91.32
667,2025-12-11,1,1029,5,40.95
668,2025-12-12,16,1046,10,82.3
669,2025-12-29,7,1012,6,423.66
670,2025-12-12,43,1041,4,395.0
671,2025-11-30,10,1048,9,686.43
672,2025-12-06,35,1050,3,207.24
673,2025-12-13,12,1035,6,598.26
674,2025-12-24,10,1016,4,294.08
675,2025-12-12,22,1025,9,534.06
676,2025-12-25,48,1013,4,249.16
677,2025-12-23,29,1002,4,335.84
678,2025-11-29,6,1013,1,60.64
679,2025-12-25,2,1050,8,666.8
680,2025-12-06,26,1009,1,19.4
681,2025-12-07,9,1005,10,710.4
682,2025-12-16,40,1044,9,698.58
683,2025-12-15,6,1012,1,67.41
684,2025-12-29,2,1001,4,219.24
685,2025-12-10,1,1016,7,497.84
686,2025-12-16,19,1023,9,1013.04
687,2025-12-11,32,1007,8,108.72
688,2025-12-01,18,1038,7,352.17
689,2025-12-24,32,1014,3,71.82
690,2025-12-18,49,1037,6,555.36
691,2025-12-09,23,1029,10,83.4
692,2025-12-26,40,1027,5,250.15
693,2025-12-16,38,1013,3,171.45
694,2025-12-03,40,1040,6,542.16
695,2025-12-25,12,1044,10,907.9
696,2025-12-27,9,1035,5,561.35
